model,r,beta,eu_diff_raw,eu_diff_norm,risky_rate
gpt-5,1.0,0.28260281240506274,-0.22220696173333288,-0.13709359409513067,0.0
gpt-5,1.0,0.28260281240506274,-0.21031580682971462,-0.11357779624315034,1.0
gpt-5,1.0,0.28260281240506274,-0.43665224481379017,-0.5611778792722,1.0
gpt-5,1.0,0.28260281240506274,-0.06238129226852873,0.17897563258260396,1.0
gpt-5,1.0,0.28260281240506274,-0.6585499599393304,-1.0,0.0
gpt-5,1.0,0.28260281240506274,0.05268025782891339,0.4065199017943062,1.0
gpt-5,1.0,0.28260281240506274,0.08826843582837096,0.4768986334262433,1.0
gpt-5,1.0,0.28260281240506274,-0.15561933979152887,-0.005410753385428402,1.0
gpt-5,1.0,0.28260281240506274,-0.3787628911057386,-0.4466966240354936,1.0
gpt-5,1.0,0.28260281240506274,-0.10748957620507937,0.08977005960845208,1.0
gpt-5,1.0,0.28260281240506274,0.017538158212997423,0.3370233291434377,1.0
gpt-5,1.0,0.28260281240506274,-0.1243092538303836,0.05650767742791385,1.0
gpt-5,1.0,0.28260281240506274,0.06476422381353064,0.43041700040648556,1.0
gpt-5,1.0,0.28260281240506274,0.05647103008164844,0.41401648515569933,1.0
gpt-5,1.0,0.28260281240506274,0.1517101215117176,0.602360110297973,1.0
gpt-5,1.0,0.28260281240506274,-0.09174192452539387,0.12091241680961873,1.0
gpt-5,1.0,0.28260281240506274,-0.14384103622588995,0.01788187108492867,1.0
gpt-5,1.0,0.28260281240506274,-0.08078108190205402,0.14258844083815125,1.0
gpt-5,1.0,0.28260281240506274,-0.4014810232835755,-0.49162371549117945,0.0
gpt-5,1.0,0.28260281240506274,-0.3347952867143329,-0.3597468445326182,1.0
gpt-5,1.0,0.28260281240506274,0.0988342974838261,0.49779354807797915,1.0
gpt-5,1.0,0.28260281240506274,-0.18574265037454118,-0.06498223218998045,0.0
gpt-5,1.0,0.28260281240506274,-0.08031906441221537,0.14350212079465563,1.0
gpt-5,1.0,0.28260281240506274,0.10801800082975177,0.5159551239018405,1.0
gpt-5,1.0,0.28260281240506274,-0.2555626737500907,-0.203057429176976,1.0
gpt-5,1.0,0.28260281240506274,-0.575341113426469,-0.8354472353650426,0.0
gpt-5,1.0,0.28260281240506274,0.3527833555166727,1.0,1.0
gpt-5,1.0,0.28260281240506274,-0.029462204711576234,0.24407600464363788,1.0
gpt-5,1.0,0.28260281240506274,0.20736300803956542,0.7124185562669054,1.0
gpt-5,1.0,0.28260281240506274,0.22530078018325206,0.7478920680548535,1.0
gpt-5,1.0,0.28260281240506274,-0.38869493678760225,-0.46633811221762744,1.0
gpt-5,1.0,0.28260281240506274,-0.22101449076695623,-0.13473537856291729,0.0
gpt-5,1.0,0.28260281240506274,-0.197520953940181,-0.08827485666033918,0.0
gpt-5,1.0,0.28260281240506274,-0.41588830833596635,-0.5201153805677812,1.0
gpt-5,1.0,0.28260281240506274,-0.12820623588418556,0.0488010549044684,1.0
gpt-5,1.0,0.28260281240506274,-0.3006473346648919,-0.2922162855614764,1.0
gpt-5,1.0,0.28260281240506274,-0.30396515074888164,-0.2987775567730231,1.0
gpt-5,1.0,0.28260281240506274,0.11389103320239968,0.5275695585949165,1.0
gpt-5,1.0,0.28260281240506274,-0.15491251440908993,-0.004012944430385246,1.0
gpt-5,1.0,0.28260281240506274,-0.26513394786069,-0.22198546005329234,1.0
gpt-5,1.0,0.28260281240506274,8.881784197001252e-16,0.30234008882105434,1.0
gpt-5,1.0,0.28260281240506274,-0.3044030160630964,-0.29964347369185274,0.25
gpt-5,1.0,0.28260281240506274,0.1115717756571053,0.5229830241460862,1.0
gpt-5,1.0,0.28260281240506274,0.04383261221251189,0.38902290949476503,1.0
gpt-5,1.0,0.28260281240506274,0.07246032792714363,0.4456367187644097,1.0
gpt-5,1.0,0.28260281240506274,-0.01123642792602908,0.28011907077624976,1.0
gpt-5,1.0,0.28260281240506274,-0.07646256763614989,0.1511286801438383,0.0
gpt-5,1.0,0.28260281240506274,-0.1532625801266292,-0.0007500552182033715,1.0
gpt-5,1.0,0.28260281240506274,-0.473424722826322,-0.6338986676622301,0.25
gpt-5,1.0,0.28260281240506274,-0.26683567199617464,-0.22535076822514344,0.0
gpt-5,1.0,0.28260281240506274,0.0721003178477897,0.4449247673753831,1.0
gpt-5,1.0,0.28260281240506274,-0.03402533236464489,0.23505202099090683,1.0
gpt-5,1.0,0.28260281240506274,0.1586214090339979,0.6160277852705198,1.0
gpt-5,1.0,0.28260281240506274,-0.29891850037780987,-0.2887973646959999,0.0
gpt-5,1.0,0.28260281240506274,-0.4533576532801069,-0.5942142842061844,1.0
gpt-5,1.0,0.28260281240506274,0.12354289030374321,0.5466569493766422,1.0
gpt-5,1.0,0.28260281240506274,0.2622785021482752,0.8210187442948234,1.0
gpt-5,1.0,0.28260281240506274,-0.43345935814392433,-0.5548636668932155,0.0
gpt-5,1.0,0.28260281240506274,-0.6585499599393304,-1.0,0.0
gpt-5,1.0,0.28260281240506274,-0.41588830833596635,-0.5201153805677812,0.0
gpt-5,1.0,0.28260281240506274,-0.029636217559554368,0.24373187903179727,1.0
gpt-5,1.0,0.28260281240506274,-0.24452131686475376,-0.181222181160137,0.0
gpt-5,1.0,0.28260281240506274,-0.21539145804622617,-0.12361534002607799,0.0
gpt-5,1.0,0.28260281240506274,-0.49855616565441263,-0.6835982918000132,0.0
gpt-5,1.0,0.28260281240506274,-0.3712595980731246,-0.4318582064377685,0.0
gpt-5,1.0,0.28260281240506274,-0.3635634939595125,-0.41663848807984616,0.0
gpt-5,1.0,0.28260281240506274,-0.15559237122763303,-0.0053574206938543645,0.0
