model,r,beta,eu_diff_raw,eu_diff_norm,risky_rate
gpt-5,1.0,0.28260281240506274,-0.06238129226852873,0.2264150943396226,1.0
gpt-5,1.0,0.28260281240506274,-0.6585499599393304,-1.0,0.0
gpt-5,1.0,0.28260281240506274,0.05268025782891339,0.5283018867924529,1.0
gpt-5,1.0,0.28260281240506274,0.08826843582837096,0.6415094339622642,1.0
gpt-5,1.0,0.28260281240506274,-0.15561933979152887,-0.09433962264150941,1.0
gpt-5,1.0,0.28260281240506274,-0.3787628911057386,-0.6415094339622642,1.0
gpt-5,1.0,0.28260281240506274,-0.10748957620507937,0.05660377358490565,1.0
gpt-5,1.0,0.28260281240506274,0.017538158212997423,0.4528301886792452,1.0
gpt-5,1.0,0.28260281240506274,-0.1243092538303836,0.018867924528301883,1.0
gpt-5,1.0,0.28260281240506274,0.06476422381353064,0.5849056603773586,1.0
gpt-5,1.0,0.28260281240506274,0.05647103008164844,0.5471698113207548,1.0
gpt-5,1.0,0.28260281240506274,0.1517101215117176,0.7735849056603774,1.0
gpt-5,1.0,0.28260281240506274,-0.09174192452539387,0.07547169811320753,1.0
gpt-5,1.0,0.28260281240506274,-0.14384103622588995,-0.018867924528301883,1.0
gpt-5,1.0,0.28260281240506274,-0.08078108190205402,0.1132075471698113,1.0
gpt-5,1.0,0.28260281240506274,-0.4014810232835755,-0.679245283018868,0.0
gpt-5,1.0,0.28260281240506274,-0.3347952867143329,-0.5660377358490566,1.0
gpt-5,1.0,0.28260281240506274,0.0988342974838261,0.6603773584905661,1.0
gpt-5,1.0,0.28260281240506274,-0.18574265037454118,-0.15094339622641506,0.0
gpt-5,1.0,0.28260281240506274,-0.08031906441221537,0.13207547169811318,1.0
gpt-5,1.0,0.28260281240506274,0.10801800082975177,0.679245283018868,1.0
gpt-5,1.0,0.28260281240506274,-0.2555626737500907,-0.39622641509433965,1.0
gpt-5,1.0,0.28260281240506274,-0.575341113426469,-0.9245283018867925,0.0
gpt-5,1.0,0.28260281240506274,0.3527833555166727,1.0,1.0
gpt-5,1.0,0.28260281240506274,-0.029462204711576234,0.320754716981132,1.0
gpt-5,1.0,0.28260281240506274,0.20736300803956542,0.8301886792452831,1.0
gpt-5,1.0,0.28260281240506274,0.22530078018325206,0.8679245283018868,1.0
gpt-5,1.0,0.28260281240506274,-0.38869493678760225,-0.6603773584905661,1.0
gpt-5,1.0,0.28260281240506274,-0.22101449076695623,-0.30188679245283023,0.0
gpt-5,1.0,0.28260281240506274,-0.197520953940181,-0.2075471698113207,0.0
gpt-5,1.0,0.28260281240506274,-0.41588830833596635,-0.6981132075471699,1.0
gpt-5,1.0,0.28260281240506274,-0.12820623588418556,0.0,1.0
gpt-5,1.0,0.28260281240506274,-0.3006473346648919,-0.49056603773584906,1.0
gpt-5,1.0,0.28260281240506274,-0.30396515074888164,-0.5094339622641509,1.0
gpt-5,1.0,0.28260281240506274,0.11389103320239968,0.7169811320754718,1.0
gpt-5,1.0,0.28260281240506274,-0.15491251440908993,-0.05660377358490565,1.0
gpt-5,1.0,0.28260281240506274,-0.26513394786069,-0.41509433962264153,1.0
gpt-5,1.0,0.28260281240506274,8.881784197001252e-16,0.39622641509433953,1.0
gpt-5,1.0,0.28260281240506274,-0.3044030160630964,-0.5283018867924528,0.25
gpt-5,1.0,0.28260281240506274,0.1115717756571053,0.6981132075471699,1.0
gpt-5,1.0,0.28260281240506274,0.04383261221251189,0.509433962264151,1.0
gpt-5,1.0,0.28260281240506274,0.07246032792714363,0.6226415094339623,1.0
gpt-5,1.0,0.28260281240506274,-0.01123642792602908,0.37735849056603765,1.0
gpt-5,1.0,0.28260281240506274,-0.07646256763614989,0.15094339622641506,0.0
gpt-5,1.0,0.28260281240506274,-0.1532625801266292,-0.037735849056603765,1.0
gpt-5,1.0,0.28260281240506274,-0.473424722826322,-0.8301886792452831,0.25
gpt-5,1.0,0.28260281240506274,-0.26683567199617464,-0.4339622641509434,0.0
gpt-5,1.0,0.28260281240506274,0.0721003178477897,0.6037735849056605,1.0
gpt-5,1.0,0.28260281240506274,-0.03402533236464489,0.28301886792452824,1.0
gpt-5,1.0,0.28260281240506274,0.1586214090339979,0.7924528301886793,1.0
gpt-5,1.0,0.28260281240506274,-0.29891850037780987,-0.4716981132075472,0.0
gpt-5,1.0,0.28260281240506274,-0.4533576532801069,-0.7924528301886793,1.0
gpt-5,1.0,0.28260281240506274,0.12354289030374321,0.7358490566037736,1.0
gpt-5,1.0,0.28260281240506274,0.2622785021482752,0.9245283018867925,1.0
gpt-5,1.0,0.28260281240506274,-0.43345935814392433,-0.7547169811320755,0.0
gpt-5,1.0,0.28260281240506274,-0.6585499599393304,-0.9811320754716981,0.0
gpt-5,1.0,0.28260281240506274,-0.41588830833596635,-0.7169811320754718,0.0
gpt-5,1.0,0.28260281240506274,-0.029636217559554368,0.3018867924528301,1.0
gpt-5,1.0,0.28260281240506274,-0.24452131686475376,-0.37735849056603776,0.0
gpt-5,1.0,0.28260281240506274,-0.21539145804622617,-0.28301886792452835,0.0
gpt-5,1.0,0.28260281240506274,-0.49855616565441263,-0.8679245283018868,0.0
gpt-5,1.0,0.28260281240506274,-0.3712595980731246,-0.6226415094339622,0.0
gpt-5,1.0,0.28260281240506274,-0.3635634939595125,-0.6037735849056604,0.0
gpt-5,1.0,0.28260281240506274,-0.15559237122763303,-0.07547169811320753,0.0
