model,r,beta,eu_diff_raw,eu_diff_norm,risky_rate
gpt-5,1.0,0.28260281240506274,-0.6585499599393304,-2.0744007301676,0.0
gpt-5,1.0,0.28260281240506274,0.05268025782891339,0.7075243047410761,1.0
gpt-5,1.0,0.28260281240506274,0.08826843582837096,0.8467248629430868,1.0
gpt-5,1.0,0.28260281240506274,-0.15561933979152887,-0.10722435315486145,1.0
gpt-5,1.0,0.28260281240506274,-0.3787628911057386,-0.9800340514369835,1.0
gpt-5,1.0,0.28260281240506274,-0.10748957620507937,0.08103170079279202,1.0
gpt-5,1.0,0.28260281240506274,0.017538158212997423,0.5700685495461704,1.0
gpt-5,1.0,0.28260281240506274,-0.1243092538303836,0.015242760593158735,1.0
gpt-5,1.0,0.28260281240506274,0.06476422381353064,0.7547898548453402,1.0
gpt-5,1.0,0.28260281240506274,0.05647103008164844,0.7223516334569619,1.0
gpt-5,1.0,0.28260281240506274,0.1517101215117176,1.0948723814963819,1.0
gpt-5,1.0,0.28260281240506274,-0.09174192452539387,0.14262748982746712,1.0
gpt-5,1.0,0.28260281240506274,-0.14384103622588995,-0.06115437927098744,1.0
gpt-5,1.0,0.28260281240506274,-0.08078108190205402,0.18550002495855908,1.0
gpt-5,1.0,0.28260281240506274,-0.4014810232835755,-1.0688943656826344,0.0
gpt-5,1.0,0.28260281240506274,-0.3347952867143329,-0.8080579790968335,1.0
gpt-5,1.0,0.28260281240506274,0.0988342974838261,0.8880524588752807,1.0
gpt-5,1.0,0.28260281240506274,-0.18574265037454118,-0.22504948171614278,0.0
gpt-5,1.0,0.28260281240506274,-0.08031906441221537,0.18730717261544705,1.0
gpt-5,1.0,0.28260281240506274,0.10801800082975177,0.9239738435590937,1.0
gpt-5,1.0,0.28260281240506274,-0.2555626737500907,-0.4981454021564098,1.0
gpt-5,1.0,0.28260281240506274,-0.575341113426469,-1.7489354062020888,0.0
gpt-5,1.0,0.28260281240506274,0.3527833555166727,1.881355646062494,1.0
gpt-5,1.0,0.28260281240506274,-0.029462204711576234,0.3862300637743654,1.0
gpt-5,1.0,0.28260281240506274,0.20736300803956542,1.3125545811961714,1.0
gpt-5,1.0,0.28260281240506274,0.22530078018325206,1.382716866417396,1.0
gpt-5,1.0,0.28260281240506274,-0.38869493678760225,-1.0188825224945455,1.0
gpt-5,1.0,0.28260281240506274,-0.22101449076695623,-0.36301270847957073,0.0
gpt-5,1.0,0.28260281240506274,-0.197520953940181,-0.27111945560002026,0.0
gpt-5,1.0,0.28260281240506274,-0.41588830833596635,-1.1252474085807243,1.0
gpt-5,1.0,0.28260281240506274,-0.12820623588418556,0.0,1.0
gpt-5,1.0,0.28260281240506274,-0.3006473346648919,-0.6744907594765952,1.0
gpt-5,1.0,0.28260281240506274,-0.30396515074888164,-0.6874681546922204,1.0
gpt-5,1.0,0.28260281240506274,0.11389103320239968,0.9469457806058156,1.0
gpt-5,1.0,0.28260281240506274,-0.15491251440908993,-0.10445965731152974,1.0
gpt-5,1.0,0.28260281240506274,-0.26513394786069,-0.5355827415706441,1.0
gpt-5,1.0,0.28260281240506274,8.881784197001252e-16,0.5014693250193765,1.0
gpt-5,1.0,0.28260281240506274,-0.3044030160630964,-0.6891808328786936,0.25
gpt-5,1.0,0.28260281240506274,0.1115717756571053,0.9378741741604357,1.0
gpt-5,1.0,0.28260281240506274,0.04383261221251189,0.6729173853141969,1.0
gpt-5,1.0,0.28260281240506274,0.07246032792714363,0.7848926038147325,1.0
gpt-5,1.0,0.28260281240506274,-0.01123642792602908,0.4575188581108465,1.0
gpt-5,1.0,0.28260281240506274,-0.07646256763614989,0.20239157800256047,0.0
gpt-5,1.0,0.28260281240506274,-0.1532625801266292,-0.0980060599085194,1.0
gpt-5,1.0,0.28260281240506274,-0.473424722826322,-1.350296890296867,0.25
gpt-5,1.0,0.28260281240506274,-0.26683567199617464,-0.5422389112000336,0.0
gpt-5,1.0,0.28260281240506274,0.0721003178477897,0.7834844506913783,1.0
gpt-5,1.0,0.28260281240506274,-0.03402533236464489,0.36838172333772184,1.0
gpt-5,1.0,0.28260281240506274,0.1586214090339979,1.1219053777068277,1.0
gpt-5,1.0,0.28260281240506274,-0.29891850037780987,-0.6677285504698778,0.0
gpt-5,1.0,0.28260281240506274,-0.4533576532801069,-1.2718060138503606,1.0
gpt-5,1.0,0.28260281240506274,0.12354289030374321,0.9846983145010192,1.0
gpt-5,1.0,0.28260281240506274,0.2622785021482752,1.5273525243217831,1.0
gpt-5,1.0,0.28260281240506274,-0.43345935814392433,-1.1939752861781772,0.0
gpt-5,1.0,0.28260281240506274,-0.6585499599393304,-2.0744007301676,0.0
gpt-5,1.0,0.28260281240506274,-0.41588830833596635,-1.1252474085807243,0.0
gpt-5,1.0,0.28260281240506274,-0.029636217559554368,0.3855494252327338,1.0
gpt-5,1.0,0.28260281240506274,-0.24452131686475376,-0.4549579413718218,0.0
gpt-5,1.0,0.28260281240506274,-0.21539145804622617,-0.3410186268065577,0.0
gpt-5,1.0,0.28260281240506274,-0.49855616565441263,-1.4485966928365044,0.0
gpt-5,1.0,0.28260281240506274,-0.3712595980731246,-0.9506854689243006,0.0
gpt-5,1.0,0.28260281240506274,-0.3635634939595125,-0.9205827199549119,0.0
gpt-5,1.0,0.28260281240506274,-0.15559237122763303,-0.10711886758748389,0.0
